B4 F01 AK 9285 - Bldg 4 FL 01 Ceilings Tape Ceilings L,52
B4 F02 AK 9215 - Bldg 4 FL 02 Ceilings Int Frame Ceili,180
B4 F02 AK 9255 - Bldg 4 FL 02 Ceilings Ceiling Hang La,14
B4 F02 AK 9285 - Bldg 4 FL 02 Ceilings Tape Ceilings L,28
B4 F03 AK 9215 - Bldg 4 FL 03 Ceilings Int Frame Ceili,176
B4 F03 AK 9255 - Bldg 4 FL 03 Ceilings Ceiling Hang La,13
B4 F03 AK 9285 - Bldg 4 FL 03 Ceilings Tape Ceilings L,24
B4 F04 AK 9215 - Bldg 4 FL 04 Ceilings Int Frame Ceili,176
B4 F04 AK 9255 - Bldg 4 FL 04 Ceilings Ceiling Hang La,13
B4 F04 AK 9285 - Bldg 4 FL 04 Ceilings Tape Ceilings L,27
GC GC GC 0190 - GC GC GC Supervision,3659
GC GC GC 0195 - GC GC GC Stocker/Scrapper,3120
